GLOTTOCODE,longitude,latitude,LID,autotyp.language,glottolog.language.x,subarea,area,continent,continent.revised,area.revised,continent.change,area.change,glottolog.stock,ISO.g,glottolog.language.y
bash1264,58,53,1094,Bashkir,Bashkir,,Inner Asia,N-C Asia,N-C Asia,Inner Asia,0,0,Turkic [turk1311],bak,Bashkir [bash1264][bak]
bask1236,36.5763,6.45774,0,,Basketo,,Greater Abyssinia,Africa,Africa,Greater Abyssinia,0,0,Ta-Ne-Omotic [gong1255],bst,Basketo [bask1236][bst]
basq1248,-1.67,43,1235,Basque (Basaburua and Imoz),Basque,,Europe,W and SW Eurasia,W and SW Eurasia,Europe,0,0,Basque [basq1248][eus],eus,Basque [basq1248][eus]
basq1248,-3,43.33,1237,Basque (Gernica),Basque,,Europe,W and SW Eurasia,W and SW Eurasia,Europe,0,0,Basque [basq1248][eus],eus,Basque [basq1248][eus]
basq1248,-3,42.5,1238,Basque (Hondarribia),Basque,,Europe,W and SW Eurasia,W and SW Eurasia,Europe,0,0,Basque [basq1248][eus],eus,Basque [basq1248][eus]
basq1248,-1.5,43.5,1075,Basque (Souletin),Basque,,Europe,W and SW Eurasia,W and SW Eurasia,Europe,0,0,Basque [basq1248][eus],eus,Basque [basq1248][eus]
basq1248,-2.5,43.33,1240,Basque (Northern High Navarrese),Basque,,Europe,W and SW Eurasia,W and SW Eurasia,Europe,0,0,Basque [basq1248][eus],eus,Basque [basq1248][eus]
basq1248,-2.5,43,1239,Basque (Lekeitio),Basque,,Europe,W and SW Eurasia,W and SW Eurasia,Europe,0,0,Basque [basq1248][eus],eus,Basque [basq1248][eus]
basq1248,-3.83,43,1236,Basque (Bidasoa Valley),Basque,,Europe,W and SW Eurasia,W and SW Eurasia,Europe,0,0,Basque [basq1248][eus],eus,Basque [basq1248][eus]
basq1248,-3,43,32,Basque,Basque,,Europe,W and SW Eurasia,W and SW Eurasia,Europe,0,0,Basque [basq1248][eus],eus,Basque [basq1248][eus]
basq1248,-3.5,42.5,1241,Basque (Oati),Basque,,Europe,W and SW Eurasia,W and SW Eurasia,Europe,0,0,Basque [basq1248][eus],eus,Basque [basq1248][eus]
basq1248,-2,42.5,1243,Basque (Sakana),Basque,,Europe,W and SW Eurasia,W and SW Eurasia,Europe,0,0,Basque [basq1248][eus],eus,Basque [basq1248][eus]
basq1248,-2,43,1242,Basque (Roncalese),Basque,,Europe,W and SW Eurasia,W and SW Eurasia,Europe,0,0,Basque [basq1248][eus],eus,Basque [basq1248][eus]
basq1248,-3,42,1244,Basque (Zeberio),Basque,,Europe,W and SW Eurasia,W and SW Eurasia,Europe,0,0,Basque [basq1248][eus],eus,Basque [basq1248][eus]
bass1258,-13,12.67,1071,Basari,Bassari,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],bsc,Bassari [bass1258][bsc]
bass1259,4.98331,10.3333,0,,Bassa-Kontagora,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],bsr,Bassa-Kontagora [bass1259][bsr]
bass1260,9.52275,5.23655,0,,Bassossi,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],bsi,Bassossi [bass1260][bsi]
bata1285,9.75107,2.08708,0,,Batanga,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],bnm,Batanga [bata1285][bnm]
bata1288,98.9083,3.04372,0,,Batak Simalungun,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Austronesian [aust1307],bts,Batak Simalungun [bata1288][bts]
bata1289,99,2.5,968,Batak (Toba),Batak Toba,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Austronesian [aust1307],bbc,Batak Toba [bata1289][bbc]
bata1290,99.6025,1.66127,0,,Batak Angkola,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Austronesian [aust1307],akb,Batak Angkola [bata1290][akb]
bata1291,99.898,0.85805,0,,Batak Mandailing,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Austronesian [aust1307],btm,Batak Mandailing [bata1291][btm]
bata1292,97.83,3.67,1078,Alas,Batak Alas-Kluet,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Austronesian [aust1307],btz,Batak Alas-Kluet [bata1292][btz]
bata1293,98.25,3.25,545,Koro Batak,Batak Karo,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Austronesian [aust1307],btx,Batak Karo [bata1293][btx]
bata1294,98.2427,2.51438,0,,Batak Dairi,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Austronesian [aust1307],btd,Batak Dairi [bata1294][btd]
bata1295,130.646,-0.862394,0,,Batanta,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Austronesian [aust1307],'Batanta [bata1295]',Batanta [bata1295]
bata1297,120.49,14.4153,0,,Bataan Ayta,,Oceania,S/SE Asia,S/SE Asia,Oceania,0,0,Austronesian [aust1307],ayt,Bataan Ayta [bata1297][ayt]
bata1298,121.08,16.83,1637,Ifugao (Batad),Batad Ifugao,,Oceania,S/SE Asia,S/SE Asia,Oceania,0,0,Austronesian [aust1307],ifb,Batad Ifugao [bata1298][ifb]
bata1301,119.08,10.25,1077,Batak,Batak,,Oceania,S/SE Asia,S/SE Asia,Oceania,0,0,Austronesian [aust1307],bya,Batak [bata1301][bya]
bata1314,12.677,9.68091,0,,Bata,,African Savannah,Africa,Africa,African Savannah,0,0,Afro-Asiatic [afro1255],bta,Bata [bata1314][bta]
bate1261,74.9652,33.9964,0,,Bateri,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Indo-European [indo1319],btv,Bateri [bate1261][btv]
bate1262,102.382,4.8223,0,,Batek,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Austroasiatic [aust1305],btq,Batek [bate1262][btq]
bath1244,56,18,1354,Bathari,Bathari,,Greater Mesopotamia,W and SW Eurasia,W and SW Eurasia,Greater Mesopotamia,0,0,Afro-Asiatic [afro1255],bhm,Bathari [bath1244][bhm]
bati1251,11.0591,4.25573,0,,Bati (Cameroon),,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],btc,Bati {Cameroon} [bati1251][btc]
bati1253,130.815,-3.61403,0,,Bati (Indonesia),,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],bvt,Bati {Indonesia} [bati1253][bvt]
bats1242,45.5,42.5,970,Tsova-Tush,Bats,Caucasus,Greater Mesopotamia,W and SW Eurasia,W and SW Eurasia,Greater Mesopotamia,0,0,Nakh-Daghestanian [nakh1245],bbl,Bats [bats1242][bbl]
batu1255,10.9377,6.81588,0,,Batu,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],btu,Batu [batu1255][btu]
batu1258,134.787,-5.74908,0,,Batuley,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],bay,Batuley [batu1258][bay]
batu1260,121.268,-1.62663,0,,Batui,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],zbt,Batui [batu1260][zbt]
baub1235,109.985,1.54467,0,,Bau Bidayuh,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Austronesian [aust1307],sne,Bau Bidayuh [baub1235][sne]
bauc1238,6.61686,10.2077,0,,Bauchi,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],bsf,Bauchi [bauc1238][bsf]
baur1251,75.8713,25.2977,0,,Bauria,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Indo-European [indo1319],bge,Bauria [baur1251][bge]
baur1252,161.863,-10.5826,0,,Bauro,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],bxa,Bauro [baur1252][bxa]
baur1253,-64.17,-13.08,1063,Baure,Baure,,NE South America,S America,S America,NE South America,0,0,Arawakan [araw1281],brg,Baure [baur1253][brg]
bauu1244,145.62,-5.25,969,Bau,Bau,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Nuclear Trans New Guinea [nucl1709],bbd,Bau [bauu1244][bbd]
bauw1240,148.815,-9.82577,0,,Bauwaki,,S New Guinea,NG and Oceania,NG and Oceania,S New Guinea,0,0,Mailuan [mail1249],bwk,Bauwaki [bauw1240][bwk]
bauz1241,137.5,-2.5,33,Bauzi,Bauzi,,Interior New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,1,Geelvink Bay [geel1240],bvz,Bauzi [bauz1241][bvz]
bava1246,16.33,48.17,1228,German (Viennese),Bavarian,,Europe,W and SW Eurasia,W and SW Eurasia,Europe,0,0,Indo-European [indo1319],bar,Bavarian [bava1246][bar]
bava1246,11.5,49,963,German (Bavarian),Bavarian,,Europe,W and SW Eurasia,W and SW Eurasia,Europe,0,0,Indo-European [indo1319],bar,Bavarian [bava1246][bar]
bava1246,14,47,1227,German (Upper Austrian),Bavarian,,Europe,W and SW Eurasia,W and SW Eurasia,Europe,0,0,Indo-European [indo1319],bar,Bavarian [bava1246][bar]
bawm1236,92.25,22.5,517,Bawm,Bawm Chin,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Sino-Tibetan [sino1245],bgr,Bawm Chin [bawm1236][bgr]
baya1257,150.5,-22.75,1028,Dharumbal,Bayali,,S Australia,Australia,Australia,S Australia,0,0,Pama-Nyungan [pama1250],bjy,Bayali [baya1257][bjy]
bayg1239,25.22,11.13,0,,Baygo,,African Savannah,Africa,Africa,African Savannah,0,0,Daju [daju1249],byg,Baygo [bayg1239][byg]
baym1241,-122.419,37.784,0,,Bay Miwok,,California,W N America,W N America,California,0,0,Miwok-Costanoan [miwo1274],mkq,Bay Miwok [baym1241][mkq]
bayo1255,-16.3947,12.6881,0,,Bayot,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],bda,Bayot [bayo1255][bda]
bayo1260,139.617,-5.21728,0,,Bayono,,S New Guinea,NG and Oceania,NG and Oceania,S New Guinea,0,0,Bayono-Awbono [bayo1259],byl,Bayono [bayo1260][byl]
bayu1240,114,-23,3142,Bayungu,Bayungu,,S Australia,Australia,Australia,S Australia,0,0,Pama-Nyungan [pama1250],bxj,Bayungu [bayu1240][bxj]
bazi1237,77.2213,25.2977,0,,Bazigar,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Unclassifiable [uncl1493],bfr,Bazigar [bazi1237][bfr]
beam1240,142.508,-6.14949,0,,Beami,,Interior New Guinea,NG and Oceania,NG and Oceania,Interior New Guinea,0,0,Bosavi [bosa1245],beo,Beami [beam1240][beo]
beav1236,-116,56,2839,Beaver,Beaver,,E North America,E N America,E N America,E North America,0,0,Athapaskan-Eyak-Tlingit [atha1245],bea,Beaver [beav1236][bea]
beba1238,9.73577,6.32256,0,,Beba,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],bfp,Beba [beba1238][bfp]
bebe1248,12.824,4.78874,0,,Bebele,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],beb,Bebele [bebe1248][beb]
bebe1250,10.5646,6.74825,0,,Bebe,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],bzv,Bebe [bebe1250][bzv]
bebe1252,150.323,-5.63282,0,,Bebeli,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Austronesian [aust1307],bek,Bebeli [bebe1252][bek]
bebi1242,13.3848,4.86672,0,,Bebil,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],bxp,Bebil [bebi1242][bxp]
bedi1235,-12.4796,12.7531,0,,Bedik,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],tnr,Bedik [bedi1235][tnr]
bedj1245,17.2691,8.60006,0,,Bedjond,,African Savannah,Africa,Africa,African Savannah,0,0,Central Sudanic [cent2225],bjv,Bedjond [bedj1245][bjv]
bedo1237,132.566,-2.74438,0,,Bedoanas,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Austronesian [aust1307],bed,Bedoanas [bedo1237][bed]
beek1238,29.9842,3.18438,0,,Beeke,,S Africa,Africa,Africa,S Africa,0,0,Atlantic-Congo [atla1278],bkf,Beeke [beek1238][bkf]
beel1236,10.4204,10.1609,0,,Beele,,African Savannah,Africa,Africa,African Savannah,0,0,Afro-Asiatic [afro1255],bxq,Beele [beel1236][bxq]
beem1239,14.08,-3.92,994,Beembe,Beembe,,S Africa,Africa,Africa,S Africa,0,0,Atlantic-Congo [atla1278],beq,Beembe [beem1239][beq]
beez1238,10.109,6.81552,0,,Beezen,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],bnz,Beezen [beez1238][bnz]
befa1241,10.0342,6.27562,0,,Befang,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],bby,Befang [befa1241][bby]
begb1241,7.59566,9.40519,0,,Begbere-Ejar,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],bqv,Begbere-Ejar [begb1241][bqv]
beja1238,36,18,34,Beja,Beja,,N Africa,Africa,Africa,N Africa,0,0,Afro-Asiatic [afro1255],bej,Beja [beja1238][bej]
beka1241,109.576,1.3307,0,,Bekati',,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Austronesian [aust1307],bei,Bekati\ [beka1241][bei]
bekw1241,8.86489,6.73737,0,,Bekwarra,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],bkv,Bekwarra [bekw1241][bkv]
bekw1242,14.6527,1.71801,0,,Bekwil,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],bkw,Bekwil [bekw1242][bkw]
bela1254,28,54,2389,Belorussian,Belarusian,,Inner Asia,N-C Asia,N-C Asia,Inner Asia,0,0,Indo-European [indo1319],bel,Belarusian [bela1254][bel]
bela1255,27.6956,7.41311,0,,Belanda Viri,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],bvi,Belanda Viri [bela1255][bvi]
bela1256,27.8232,6.6503,0,,Belanda Bor,,African Savannah,Africa,Africa,African Savannah,0,0,Nilotic [nilo1247],bxb,Belanda Bor [bela1256][bxb]
bela1260,114.933,4.96207,0,,Belait,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Austronesian [aust1307],beg,Belait [bela1260][beg]
belh1239,87.3,26.97,35,Belhare,Belhariya,Himalaya,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Sino-Tibetan [sino1245],byw,Belhariya [belh1239][byw]
beli1257,29.7954,6.40428,0,,Beli (Sudan),,African Savannah,Africa,Africa,African Savannah,0,0,Central Sudanic [cent2225],blm,Beli {Sudan} [beli1257][blm]
beli1258,142.34,-3.67881,0,,Beli (Papua New Guinea),,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Nuclear Torricelli [nucl1708],bey,Beli {Papua New Guinea} [beli1258][bey]
beli1260,-88.6281,17.3941,0,,Belize Kriol English,,Mesoamerica,C America,C America,Mesoamerica,0,0,Indo-European [indo1319],bzj,Belize Kriol English [beli1260][bzj]
bell1243,-126.67,52.5,995,Bella Coola,Bella Coola,,Alaska-Oregon,W N America,W N America,Alaska-Oregon,0,0,Salishan [sali1255],blc,Bella Coola [bell1243][blc]
bell1261,76.1025,12.5852,0,,Bellari,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Dravidian [drav1251],brw,Bellari [bell1261][brw]
bemb1255,29.0507,-4.49057,0,,Bembe,,S Africa,Africa,Africa,S Africa,0,0,Atlantic-Congo [atla1278],bmb,Bembe [bemb1255][bmb]
bemb1257,28.25,-10,1042,Bemba,Bemba (Zambia),,S Africa,Africa,Africa,S Africa,0,0,Atlantic-Congo [atla1278],bem,Bemba {Zambia} [bemb1257][bem]
bemb1258,28.08,-10,0,,Bemba (Democratic Republic of Congo),,S Africa,Africa,Africa,S Africa,0,0,Bookkeeping [book1242],bmy,Bemba {Democratic Republic of Congo} [bemb1258][bmy]
bena1260,12.3972,9.74861,0,,Bena (Nigeria),,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],yun,Bena {Nigeria} [bena1260][yun]
bena1262,35.0364,-9.26671,0,,Bena (Tanzania),,S Africa,Africa,Africa,S Africa,0,0,Atlantic-Congo [atla1278],bez,Bena {Tanzania} [bena1262][bez]
bena1264,145.5,-6.17,993,Benabena,Benabena,,Interior New Guinea,NG and Oceania,NG and Oceania,Interior New Guinea,0,0,Nuclear Trans New Guinea [nucl1709],bef,Benabena [bena1264][bef]
benc1235,35.75,7,979,Gimira,Bench,,Greater Abyssinia,Africa,Africa,Greater Abyssinia,0,0,Ta-Ne-Omotic [gong1255],bcq,Bench [benc1235][bcq]
bend1258,30.5926,-6.22082,0,,Bende,,S Africa,Africa,Africa,S Africa,0,0,Atlantic-Congo [atla1278],bdp,Bende [bend1258][bdp]
bend1260,30.3679,2.20229,0,,Bendi (Democratic Republic of Congo),,S Africa,Africa,Africa,S Africa,0,0,Central Sudanic [cent2225],bct,Bendi {Democratic Republic of Congo} [bend1260][bct]
beng1239,115.17,-8.25,1060,Kata Kolok,Bengkala Sign Language,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Sign Language [sign1238],bqy,Bengkala Sign Language [beng1239][bqy]
beng1280,88.5,23,639,Bangla,Bengali,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Indo-European [indo1319],ben,Bengali [beng1280][ben]
beng1282,9.42,1.17,996,Benga,Benga,,S Africa,Africa,Africa,African Savannah,0,1,Atlantic-Congo [atla1278],bng,Benga [beng1282][bng]
beng1286,-4.25,7.83,2165,Beng,Beng,,African Savannah,Africa,Africa,African Savannah,0,0,Mande [mand1469],nhb,Beng [beng1286][nhb]
beng1287,130.091,-3.13924,0,,Benggoi,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],bgy,Benggoi [beng1287][bgy]
benl1235,147.787122,-41.326418,0,,Ben-Lomond-Cape-Portland,,S Australia,Australia,Australia,S Australia,0,0,North-Eastern Tasmanian [nort1442],'Ben-Lomond-Cape-Portland [benl1235]',Ben-Lomond-Cape-Portland [benl1235]
bent1237,119.806,-4.76004,0,,Bentong,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],bnu,Bentong [bent1237][bnu]
bent1238,-2.57,14.51,3092,Dogon (Ben Tey),,,African Savannah,Africa,Africa,African Savannah,0,0,Dogon [dogo1299],dbt,Ben Tey Dogon [bent1238][dbt]
beny1237,109.753,0.78534,0,,Benyadu',,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Austronesian [aust1307],byd,Benyadu\ [beny1237][byd]
beot1247,-57,48,1079,Beothuk,Beothuk,,E North America,E N America,E N America,E North America,0,0,Beothuk [beot1247][bue],bue,Beothuk [beot1247][bue]
bepo1240,145.442,-4.5985,0,,Bepour,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Nuclear Trans New Guinea [nucl1709],bie,Bepour [bepo1240][bie]
bera1259,28.75,1,1021,Bira,Bera,,S Africa,Africa,Africa,S Africa,0,0,Atlantic-Congo [atla1278],brf,Bera [bera1259][brf]
bera1261,16.7259,12.8324,0,,Berakou,,African Savannah,Africa,Africa,African Savannah,0,0,Central Sudanic [cent2225],bxv,Berakou [bera1261][bxv]
bera1262,117.934,1.6687,0,,Berau Malay,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Austronesian [aust1307],bve,Berau Malay [bera1262][bve]
berb1259,-58,5.33,1062,Berbice Dutch Creole,Berbice Creole Dutch,,NE South America,S America,S America,NE South America,0,0,Indo-European [indo1319],brc,Berbice Creole Dutch [berb1259][brc]
berb1260,0,32,431,Berber,,,N Africa,Africa,Africa,N Africa,0,0,Afro-Asiatic [afro1255],'Berber [berb1260]',Berber [berb1260]
beri1253,142.42,-4.33,3030,Berinomo,Berinomo,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Sepik [sepi1257],bit,Berinomo [beri1253][bit]
beri1254,138.83,-2.25,36,Berik,Berik,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Tor-Orya [toro1256],bkl,Berik [beri1254][bkl]
bero1242,8.83,9.67,1050,Birom,Berom,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],bom,Berom [bero1242][bom]
bert1248,35.5,8.85,2741,Berta,Berta,,Greater Abyssinia,Africa,Africa,Greater Abyssinia,0,0,Berta [bert1248][wti],wti,Berta [bert1248][wti]
bert1249,25.83,14.67,0,,Berti,,African Savannah,Africa,Africa,African Savannah,0,0,Saharan [saha1256],byt,Berti [bert1249][byt]
besi1244,101.5,2.83,1987,Mah Meri,Besisi,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Austroasiatic [aust1305],mhe,Besisi [besi1244][mhe]
besm1235,16.0938,9.59226,0,,Besme,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],bes,Besme [besm1235][bes]
beso1237,120.379,-1.60095,0,,Besoa,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],bep,Besoa [beso1237][bep]
beta1252,107,-6.5,998,Betawi,Betawi,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Austronesian [aust1307],bew,Betawi [beta1252][bew]
beta1253,139.255,-2.12422,0,,Betaf,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Tor-Orya [toro1256],bfe,Betaf [beta1253][bfe]
bete1261,9.74302,7.02128,0,,Bete (Jukunoid),,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],byf,Bete {Jukunoid} [bete1261][byf]
bete1262,9.20189,6.62037,0,,Bete-Bendi,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],btt,Bete-Bendi [bete1262][btt]
beti1248,-3.28627,5.26495,0,,Beti (Cte d'Ivoire),,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],eot,Beti {Côte d\Ivoire} [beti1248][eot]
beti1250,11.6896,3.22265,0,,Beti (Cameroon),,African Savannah,Africa,Africa,African Savannah,0,0,Bookkeeping [book1242],btb,Beti {Cameroon} [beti1250][btb]
beto1236,-71.25,7.17,751,Betoi,Betoi,,NE South America,S America,S America,NE South America,0,0,Betoi [beto1236],'Betoi [beto1236]',Betoi [beto1236]
bett1235,76.42,11.24,2930,Betta Kurumba,Betta Kurumba,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Dravidian [drav1251],xub,Betta Kurumba [bett1235][xub]
bezh1248,46.13,42.14,1700,Bezhta,Bezhta,Caucasus,Greater Mesopotamia,W and SW Eurasia,W and SW Eurasia,Greater Mesopotamia,0,0,Nakh-Daghestanian [nakh1245],kap,Bezhta [bezh1248][kap]
bhad1241,75.8707,33.2851,0,,Bhadrawahi,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Indo-European [indo1319],bhd,Bhadrawahi [bhad1241][bhd]
bhal1245,77.8268,21.2665,0,,Bhalay,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Bookkeeping [book1242],bhx,Bhalay [bhal1245][bhx]
bhar1241,83.1071,22.3429,0,,Bharia,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Indo-European [indo1319],bha,Bharia [bhar1241][bha]
bhat1237,80.842,22.7174,0,,Bhatola,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Unclassifiable [uncl1493],btl,Bhatola [bhat1237][btl]
bhat1263,76.0311,32.4022,0,,Bhattiyali,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Indo-European [indo1319],bht,Bhattiyali [bhat1263][bht]
bhat1265,82.2405,19.2608,0,,Bhatri,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Indo-European [indo1319],bgw,Bhatri [bhat1265][bgw]
bhay1238,69.31,25.482,0,,Bhaya,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Indo-European [indo1319],bhe,Bhaya [bhay1238][bhe]
bhel1238,28.6681,0.24553,0,,Bhele,,S Africa,Africa,Africa,S Africa,0,0,Atlantic-Congo [atla1278],bhy,Bhele [bhel1238][bhy]
bhil1251,73,22,1009,Bhili,Bhili,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Indo-European [indo1319],bhb,Bhili [bhil1251][bhb]
bhil1253,74.5901,22.5835,0,,Bhilali,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Indo-European [indo1319],bhi,Bhilali [bhil1253][bhi]
bhoj1244,84,25.5,1011,Bhojpuri,Bhojpuri,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Indo-European [indo1319],bho,Bhojpuri [bhoj1244][bho]
bhot1235,78.5728,31.8503,0,,Bhoti Kinnauri,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Sino-Tibetan [sino1245],nes,Bhoti Kinnauri [bhot1235][nes]
bhun1242,83.1614,21.2761,0,,Bhunjia,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Indo-European [indo1319],bhu,Bhunjia [bhun1242][bhu]
biaf1240,-15.17,11.42,1018,Biafada,Biafada,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],bif,Biafada [biaf1240][bif]
biak1248,136,-1,1014,Biak,Biak,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Austronesian [aust1307],bhw,Biak [biak1248][bhw]
bial1238,1.08259,11.0382,0,,Biali,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],beh,Biali [bial1238][beh]
bian1251,140.568,-7.35942,0,,Bian Marind,,S New Guinea,NG and Oceania,NG and Oceania,S New Guinea,0,0,Anim [anim1240],bpv,Bian Marind [bian1251][bpv]
bian1252,146.765,-7.33882,0,,Biangai,,Interior New Guinea,NG and Oceania,NG and Oceania,Interior New Guinea,0,0,Goilalan [goil1242],big,Biangai [bian1252][big]
